order_id,order_date,ship_date,ship_mode,customer_id,location_id,shipping_cost,order_priority
IN-2012-70325,2012-11-01,2012-01-15,Standard Class,AB-10015,1070,69.38,Medium
IN-2012-70339,2012-10-09,2012-10-09,Same Day,JL-15235,34,9.06,Critical
IN-2012-70437,2012-05-10,2012-08-10,First Class,BD-11500,145,199.66,High
IN-2012-70472,2012-12-07,2012-07-16,Standard Class,SA-20830,281,9.36,High
IN-2012-70521,2012-12-13,2012-12-15,Second Class,AM-10705,2016,4.6,Critical
IN-2012-70612,2012-11-13,2012-11-19,Standard Class,TG-21640,211,2.07,Medium
IN-2012-70619,2012-07-31,2012-04-08,Second Class,GM-14455,625,7.0,Medium
IN-2012-70710,2012-12-13,2012-12-15,First Class,Dl-13600,2750,24.3,Critical
IN-2012-70731,2012-06-19,2012-06-25,Standard Class,JW-16075,901,1.09,Medium
IN-2012-70829,2012-08-17,2012-08-23,Standard Class,KH-16510,57,174.22,Medium
IN-2012-70836,2012-03-10,2012-08-10,Second Class,AR-10540,1935,18.23,High
IN-2012-71088,2012-11-19,2012-11-24,Standard Class,HM-14860,148,22.39,Medium
IN-2012-71200,2012-07-06,2012-11-06,Second Class,TP-21415,410,87.72,High
IN-2012-71284,2012-05-06,2012-09-06,Standard Class,NC-18340,246,22.52,Medium
IN-2012-71340,2012-06-25,2012-06-27,First Class,GT-14710,186,22.78,High
IN-2012-71459,2012-05-31,2012-03-06,First Class,MH-17440,71,68.60000000000001,Critical
IN-2012-71508,2012-09-28,2012-02-10,Standard Class,JH-15430,1362,29.62,High
IN-2012-71550,2012-08-24,2012-08-31,Standard Class,FW-14395,572,12.98,Medium
IN-2012-71970,2012-07-19,2012-07-19,Same Day,NP-18670,1767,15.61,High
IN-2012-71977,2012-07-16,2012-07-18,Second Class,ML-18265,1639,2.63,Critical
IN-2012-72026,2012-11-30,2012-06-12,Standard Class,JK-15325,166,54.25,Low
IN-2012-72040,2012-10-02,2012-02-13,First Class,MA-17995,144,175.52,Medium
IN-2012-72089,2012-07-09,2012-12-09,Standard Class,TB-21355,1391,27.5,Medium
IN-2012-72117,2012-02-16,2012-02-21,Standard Class,TB-21595,252,28.28,Medium
IN-2012-72229,2012-06-27,2012-02-07,Second Class,DM-12955,109,329.56,Medium
IN-2012-72530,2012-10-31,2012-07-11,Standard Class,MZ-17335,34,84.73,Low
IN-2012-72600,2012-12-30,2013-03-01,Standard Class,LH-16900,2,59.72,Medium
IN-2012-72621,2012-03-29,2012-02-04,Second Class,KN-16390,71,4.06,High
IN-2012-72684,2012-03-27,2012-01-04,Standard Class,CM-12235,1375,110.24000000000001,High
IN-2012-72964,2012-06-02,2012-09-02,First Class,JC-15775,297,338.33000000000004,Critical
IN-2012-72978,2012-03-07,2012-07-07,Standard Class,DS-13030,2385,28.76,High
IN-2012-73006,2012-05-10,2012-07-10,Second Class,KC-16540,1362,100.92,High
IN-2012-73216,2012-12-12,2012-12-14,Second Class,BW-11110,2812,21.1,Medium
IN-2012-73440,2012-02-21,2012-02-25,Standard Class,DJ-13630,339,23.36,High
IN-2012-73510,2012-05-14,2012-05-17,First Class,CC-12220,660,1.8399999999999999,Medium
IN-2012-73517,2012-09-08,2012-12-08,Second Class,MS-17710,252,9.34,Critical
IN-2012-73874,2012-07-16,2012-07-22,Standard Class,FC-14245,180,73.22,Low
IN-2012-73930,2012-07-02,2012-12-02,Standard Class,CD-12280,1807,71.92,Medium
IN-2012-74000,2012-05-15,2012-05-19,Standard Class,PO-18850,160,3.1,High
IN-2012-74028,2012-12-10,2012-10-14,Second Class,JF-15490,243,37.72,Medium
IN-2012-74049,2012-03-20,2012-03-24,Standard Class,BF-11170,310,297.74,Medium
IN-2012-74147,2012-12-28,2013-01-01,Standard Class,DJ-13420,60,55.74,High
IN-2012-74168,2012-10-20,2012-10-24,Standard Class,JM-15535,302,130.09,Medium
IN-2012-74210,2012-11-08,2012-08-16,Standard Class,AR-10510,311,7.22,Medium
IN-2012-74343,2012-09-05,2012-12-05,First Class,CS-12250,864,9.540000000000001,Medium
IN-2012-74364,2012-05-29,2012-05-31,First Class,LC-16960,2928,12.45,High
IN-2012-74392,2012-10-22,2012-10-27,Standard Class,VW-21775,346,124.69,High
IN-2012-74686,2012-12-17,2012-12-21,Standard Class,JH-15910,1699,3.02,High
IN-2012-74714,2012-05-15,2012-05-15,Same Day,AM-10360,211,34.62,High
IN-2012-74742,2012-06-10,2012-11-10,Standard Class,OT-18730,1665,7.42,Medium
IN-2012-74770,2012-09-14,2012-09-19,Standard Class,PO-19195,3418,7.53,Medium
IN-2012-74812,2012-09-11,2012-11-16,Standard Class,JM-15865,2068,8.92,Medium
IN-2012-74854,2012-08-16,2012-08-18,Second Class,CG-12520,1600,68.55,Critical
IN-2012-74903,2012-05-15,2012-05-17,First Class,LD-17005,109,53.18,High
IN-2012-74966,2012-02-10,2012-07-10,Standard Class,NC-18415,808,10.58,Medium
IN-2012-75099,2012-09-25,2012-09-30,Standard Class,AF-10870,891,8.61,Medium
IN-2012-75134,2012-01-08,2012-01-08,Same Day,DK-13225,895,11.95,Medium
IN-2012-75169,2012-06-09,2012-08-09,Second Class,XP-21865,160,218.31,High
IN-2012-75211,2012-11-01,2012-01-16,Standard Class,CH-12070,159,15.430000000000001,High
IN-2012-75428,2012-08-29,2012-08-30,First Class,SN-20710,34,178.54,High
IN-2012-75435,2012-01-09,2012-02-09,First Class,TB-21520,1480,3.26,High
IN-2012-75512,2012-03-22,2012-03-24,Second Class,GW-14605,3158,13.42,Critical
IN-2012-75904,2012-10-05,2012-12-05,First Class,BW-11110,371,490.86,High
IN-2012-76030,2012-10-26,2012-10-29,First Class,XP-21865,633,3.24,Medium
IN-2012-76093,2012-08-22,2012-08-26,Standard Class,TS-21430,87,15.27,High
IN-2012-76121,2012-11-06,2012-11-06,Same Day,JF-15355,1270,8.18,High
IN-2012-76142,2012-11-20,2012-11-23,First Class,RD-19900,767,328.19,Critical
IN-2012-76268,2012-03-20,2012-03-26,Standard Class,TP-21130,3119,1.37,Medium
IN-2012-76401,2012-10-05,2012-12-05,Second Class,DW-13480,709,191.52,High
IN-2012-76408,2012-05-24,2012-05-28,Standard Class,DL-12925,2,307.95,High
IN-2012-76471,2012-06-21,2012-06-27,Standard Class,JK-16090,864,127.64000000000001,Medium
IN-2012-76492,2012-09-28,2012-02-10,Standard Class,TG-21640,2685,26.95,High
IN-2012-76583,2012-02-17,2012-02-21,Standard Class,EH-14005,239,69.7,High
IN-2012-76926,2012-10-27,2012-10-31,Standard Class,KM-16660,145,10.21,Medium
IN-2012-77045,2012-11-30,2012-06-12,Standard Class,FC-14245,6,4.83,Medium
IN-2012-77185,2012-10-18,2012-10-23,Second Class,SN-20710,34,37.510000000000005,Medium
IN-2012-77234,2012-03-12,2012-08-12,Standard Class,MC-17275,2394,38.01,Medium
IN-2012-77409,2012-01-11,2012-04-11,First Class,EP-13915,66,8.63,Critical
IN-2012-77416,2012-07-09,2012-07-09,Same Day,CK-12205,140,2.58,High
IN-2012-77430,2012-01-10,2012-06-10,Standard Class,TH-21115,1639,29.22,High
IN-2012-77535,2012-05-24,2012-05-28,Standard Class,RB-19795,379,16.06,High
IN-2012-77724,2012-09-16,2012-09-20,Standard Class,SC-20695,1634,53.74,High
IN-2012-77745,2012-08-29,2012-04-09,Standard Class,HR-14770,235,10.33,Low
IN-2012-77773,2012-06-12,2012-10-12,Standard Class,ME-17725,1064,63.15,High
IN-2012-77780,2012-05-25,2012-05-29,Standard Class,EH-14125,57,5.35,Medium
IN-2012-77822,2012-03-20,2012-03-22,Second Class,PP-18955,2828,4.16,High
IN-2012-77871,2012-06-30,2012-02-07,Second Class,DK-13090,3,12.89,High
IN-2012-78039,2012-09-17,2012-09-21,Standard Class,FM-14215,215,0.51,Medium
IN-2012-78053,2012-05-21,2012-05-25,Standard Class,JS-15685,985,48.54,High
IN-2012-78067,2012-09-21,2012-09-24,Second Class,JG-15160,71,38.79,High
IN-2012-78123,2012-06-13,2012-06-15,Second Class,DB-13615,3655,3.73,Medium
IN-2012-78249,2012-02-08,2012-02-08,Same Day,SC-20020,843,12.47,Critical
IN-2012-78305,2012-07-15,2012-07-20,Standard Class,MC-17425,34,2.14,Medium
IN-2012-78333,2012-12-12,2012-12-17,Standard Class,CM-12715,416,150.99,High
IN-2012-78375,2012-09-28,2012-02-10,Second Class,SV-20935,985,4.25,Medium
IN-2012-78403,2012-08-05,2012-05-14,Standard Class,JL-15835,246,26.62,Medium
IN-2012-78473,2012-05-28,2012-05-29,Same Day,LR-17035,653,2.51,Medium
IN-2012-78865,2012-07-06,2012-08-06,First Class,JL-15835,23,8.28,High
IN-2012-78879,2012-05-18,2012-05-23,Standard Class,EC-14050,57,2.38,Medium
IN-2012-78886,2012-05-31,2012-04-06,Second Class,SL-20155,697,143.15,Medium
IN-2012-78914,2012-06-16,2012-06-21,Standard Class,AR-10570,304,1.06,High
IN-2012-78984,2012-11-14,2012-11-18,Standard Class,SV-20365,2327,1.01,Medium
IN-2012-79012,2012-03-27,2012-03-30,First Class,JF-15490,625,33.19,High
IN-2012-79082,2012-08-20,2012-08-25,Second Class,GD-14590,3047,16.1,High
IN-2012-79103,2012-02-01,2012-06-01,Standard Class,AR-10540,311,76.23,High
IN-2012-79145,2012-06-18,2012-06-23,Standard Class,AB-10105,501,142.03,High
IN-2012-79264,2012-12-19,2012-12-23,Standard Class,MW-18235,3,165.74,Medium
IN-2012-79411,2012-07-19,2012-07-25,Standard Class,GH-14665,604,20.9,Medium
IN-2012-79418,2012-06-20,2012-06-20,Same Day,TH-21100,1226,18.14,Medium
IN-2012-79439,2012-04-02,2012-08-02,Second Class,EM-13810,232,359.27,Medium
IN-2012-79460,2012-01-06,2012-06-06,Standard Class,CD-12280,109,0.86,Medium
IN-2012-79649,2012-09-27,2012-01-10,Standard Class,MK-17905,421,101.56,Medium
IN-2012-79817,2012-09-26,2012-09-30,Standard Class,MM-18280,1487,15.33,Medium
IN-2012-79936,2012-02-01,2012-06-01,Standard Class,ML-17410,460,49.9,Medium
IN-2012-79985,2012-01-06,2012-05-06,Standard Class,ES-14020,108,0.79,Medium
IN-2012-80027,2012-04-02,2012-07-02,First Class,EB-13975,313,7.62,Medium
IN-2012-80055,2012-02-08,2012-04-08,First Class,SH-20395,1101,30.439999999999998,High
IN-2012-80069,2012-12-19,2012-12-22,Second Class,CA-12265,584,217.39,Critical
IN-2012-80258,2012-09-18,2012-09-22,Second Class,RO-19780,313,2.92,Medium
IN-2012-80370,2012-11-07,2012-07-13,First Class,JH-15430,7,234.04,Critical
IN-2012-80391,2012-07-05,2012-10-05,First Class,BC-11125,396,345.11,Medium
IN-2012-80447,2012-12-31,2013-02-01,Second Class,KN-16390,2125,37.150000000000006,Critical
IN-2012-80517,2012-12-11,2012-11-15,Second Class,DL-13495,766,56.79,Medium
IN-2012-80741,2012-01-27,2012-01-29,Second Class,EH-14185,202,44.11,Medium
IN-2012-80769,2012-11-13,2012-11-18,Second Class,MD-17860,1771,25.950000000000003,High
IN-2012-80783,2012-06-30,2012-04-07,Second Class,NC-18625,396,36.82,Medium
IN-2012-80881,2012-08-21,2012-08-26,Standard Class,SG-20605,591,12.12,High
IN-2012-81133,2012-01-26,2012-01-31,Standard Class,DP-13165,959,11.96,Medium
IN-2012-81231,2012-01-17,2012-01-24,Standard Class,JR-15700,1094,1.87,Medium
IN-2012-81413,2012-09-11,2012-11-14,Standard Class,GA-14725,1869,5.26,High
IN-2012-81553,2012-08-05,2012-12-05,Standard Class,PS-18760,808,58.15,High
IN-2012-81581,2012-12-05,2012-05-16,Standard Class,BW-11200,239,27.19,High
IN-2012-81623,2012-04-05,2012-08-05,Standard Class,AP-10915,313,2.44,Medium
IN-2012-81637,2012-06-28,2012-06-30,Second Class,TH-21100,713,5.94,Critical
IN-2012-81714,2012-10-16,2012-10-22,Standard Class,KB-16600,202,10.04,Medium
IN-2012-81728,2012-06-15,2012-06-18,Second Class,MS-17770,202,20.9,Critical
IN-2012-81784,2012-05-11,2012-06-11,Same Day,MY-17380,888,291.41,Critical
IN-2012-81812,2012-10-30,2012-03-11,Standard Class,MZ-17335,87,31.209999999999997,Medium
IN-2012-81861,2012-08-27,2012-01-09,Second Class,EH-14005,709,41.12,Medium
IN-2012-82204,2012-05-24,2012-05-28,Standard Class,JE-15610,396,1.24,Medium
IN-2012-82211,2012-04-10,2012-08-10,Standard Class,NG-18430,2,56.13,Medium
IN-2012-82344,2012-05-03,2012-07-03,Second Class,BB-10990,244,25.720000000000002,High
IN-2012-82351,2012-06-18,2012-06-21,First Class,KM-16375,591,78.32,High
IN-2012-82372,2012-08-18,2012-08-22,Standard Class,CM-12445,215,1.73,Medium
IN-2012-82638,2012-06-14,2012-06-18,Standard Class,CK-12760,1230,1.99,High
IN-2012-82729,2012-05-30,2012-04-06,Standard Class,GH-14485,87,3.01,Medium
IN-2012-82813,2012-04-21,2012-04-23,Second Class,TB-21595,396,7.61,High
IN-2012-82841,2012-10-05,2012-11-05,Same Day,GW-14605,7,47.8,High
IN-2012-82918,2012-11-13,2012-11-18,Standard Class,BS-11755,584,179.35,Medium
IN-2012-82981,2012-08-13,2012-08-15,First Class,LA-16780,244,3.93,Critical
IN-2012-82988,2012-01-05,2012-06-05,Second Class,DK-13090,202,2.15,Medium
IN-2012-83170,2012-09-26,2012-09-30,Second Class,MC-17425,7,72.51,High
IN-2012-83254,2012-08-11,2012-11-13,Standard Class,GD-14590,8,72.77,Medium
IN-2012-83380,2012-08-27,2012-01-09,Standard Class,CS-12175,215,22.33,Medium
IN-2012-83464,2012-08-24,2012-08-31,Standard Class,BF-11005,7,47.55,Medium
IN-2012-83471,2012-12-26,2012-12-27,First Class,VT-21700,394,286.36,Critical
IN-2012-84080,2012-10-18,2012-10-18,Same Day,NL-18310,244,4.5,High
IN-2012-84157,2012-10-26,2012-10-30,Second Class,RW-19540,1949,81.2,High
IN-2012-84360,2012-05-09,2012-08-09,First Class,LP-17095,1132,14.55,Medium
IN-2012-84451,2012-11-29,2012-01-12,Second Class,TT-21265,87,15.07,Medium
IN-2012-84675,2012-04-02,2012-08-02,Standard Class,EB-13840,1790,34.69,High
IN-2012-84766,2012-11-19,2012-11-23,Standard Class,GT-14755,313,4.6,Medium
IN-2012-84773,2012-01-16,2012-01-21,Second Class,EM-13960,1790,80.3,Medium
IN-2012-84794,2012-10-23,2012-10-30,Standard Class,HG-14845,87,6.99,Medium
IN-2012-84808,2012-10-22,2012-10-26,Standard Class,TS-21340,591,62.879999999999995,Medium
IN-2012-84906,2012-04-27,2012-04-29,Second Class,DP-13105,834,7.78,Medium
IN-2012-84955,2012-09-14,2012-09-17,Second Class,CC-12145,1730,117.34,Medium
IN-2012-85067,2012-09-01,2012-01-13,Second Class,ME-18010,1101,1.99,Medium
IN-2012-85193,2012-11-12,2012-12-15,Standard Class,CB-12535,959,70.48,Medium
IN-2012-85361,2012-08-27,2012-08-29,Second Class,CD-11980,239,3.13,High
IN-2012-85389,2012-08-05,2012-05-13,Standard Class,TA-21385,215,22.33,Medium
IN-2012-85480,2012-07-30,2012-01-08,First Class,CS-12490,1869,95.91,High
IN-2012-85627,2012-06-18,2012-06-24,Standard Class,EC-14050,888,24.36,Medium
IN-2012-85781,2012-12-28,2013-01-01,Second Class,HM-14860,8,126.50999999999999,High
IN-2012-85935,2012-07-12,2012-11-12,Standard Class,HK-14890,1101,51.29,High
IN-2012-86075,2012-09-21,2012-09-25,Standard Class,MH-17785,2,9.24,Medium
IN-2012-86124,2012-09-24,2012-09-25,First Class,SC-20305,727,13.09,Critical
IN-2012-86201,2012-11-06,2012-06-13,Second Class,GT-14710,229,29.92,High
IN-2012-86208,2012-12-12,2012-12-19,Standard Class,MP-17965,87,29.02,Medium
IN-2012-86257,2012-11-16,2012-11-21,Standard Class,DM-13015,1101,67.91,Medium
IN-2012-86327,2012-10-23,2012-10-23,Same Day,PG-18895,229,101.82,High
IN-2012-86369,2012-04-14,2012-04-18,Standard Class,MB-18085,8,878.38,High
IN-2012-86411,2012-04-26,2012-04-30,Second Class,MK-18160,394,54.15,Medium
IN-2012-86502,2012-11-03,2012-12-03,First Class,DP-13000,239,47.31,High
IN-2012-86509,2012-12-25,2012-12-25,Same Day,BF-11275,1101,130.73000000000002,Critical
IN-2012-86635,2012-05-15,2012-05-17,Second Class,AP-10720,727,370.42,Critical
IN-2012-86698,2012-07-05,2012-07-05,Same Day,NC-18625,87,650.43,High
IN-2012-86852,2012-02-08,2012-07-08,Standard Class,MC-18100,279,26.07,High
IN-2012-86880,2012-08-06,2012-06-13,Standard Class,AP-10720,584,18.84,Medium
IN-2012-86936,2012-10-12,2012-12-14,Standard Class,AC-10615,244,76.05,Medium
IN-2012-86999,2012-04-23,2012-04-30,Standard Class,RF-19345,713,1.04,Medium
IN-2013-10027,2013-04-03,2013-10-03,Standard Class,CS-12505,41,4.73,Medium
IN-2013-10097,2013-08-14,2013-08-18,Standard Class,CJ-12010,3331,17.45,Medium
IN-2013-10174,2013-01-16,2013-01-19,First Class,RA-19915,985,29.02,Medium
IN-2013-10181,2013-03-26,2013-03-30,Standard Class,BB-10990,145,29.560000000000002,High
IN-2013-10279,2013-10-30,2013-03-11,Standard Class,ME-18010,1343,11.280000000000001,Medium
IN-2013-10405,2013-10-10,2013-10-15,Standard Class,BT-11395,19,5.77,Medium
IN-2013-10489,2013-05-30,2013-01-06,First Class,GH-14485,556,41.370000000000005,Medium
IN-2013-10496,2013-08-21,2013-08-25,Standard Class,NW-18400,285,27.68,High
IN-2013-10615,2013-03-15,2013-03-17,First Class,SG-20605,6,11.95,High
IN-2013-10622,2013-12-24,2013-12-29,Standard Class,KH-16690,1776,4.37,Medium
IN-2013-10699,2013-05-29,2013-05-31,Second Class,KE-16420,34,3.57,Critical
IN-2013-10748,2013-03-19,2013-03-23,Second Class,EM-14095,1917,78.23,Medium
IN-2013-10776,2013-07-05,2013-09-05,Second Class,SH-19975,2685,6.55,High
IN-2013-10811,2013-09-17,2013-09-20,First Class,LR-16915,41,249.56,High
IN-2013-10916,2013-10-06,2013-06-15,Standard Class,RD-19660,166,69.47,Medium
IN-2013-10965,2013-01-10,2013-02-10,First Class,CM-12115,109,499.62,High
IN-2013-11063,2013-07-27,2013-01-08,Second Class,BO-11350,736,24.619999999999997,Medium
IN-2013-11168,2013-12-16,2013-12-23,Standard Class,CM-12160,699,24.38,Medium
IN-2013-11189,2013-09-20,2013-09-24,Standard Class,LW-17215,71,11.52,High
IN-2013-11301,2013-05-19,2013-05-23,Standard Class,PO-18850,290,59.39,High
IN-2013-11357,2013-07-02,2013-11-02,Standard Class,JH-15910,1901,53.45,Medium
IN-2013-11420,2013-06-10,2013-11-10,Standard Class,SF-20200,352,3.42,High
IN-2013-11448,2013-06-02,2013-11-02,Standard Class,TC-21295,1919,61.53,Medium
IN-2013-11518,2013-12-31,2014-04-01,Standard Class,RR-19315,179,5.17,Medium
IN-2013-11525,2013-03-06,2013-08-06,Standard Class,FM-14290,81,3.82,Medium
IN-2013-11546,2013-05-21,2013-05-25,Standard Class,TW-21025,503,238.34,Medium
IN-2013-11679,2013-02-11,2013-08-11,Standard Class,EJ-13720,86,100.71,Low
IN-2013-11721,2013-04-22,2013-04-26,Standard Class,BG-11740,54,2.27,Medium
IN-2013-11847,2013-12-14,2013-12-14,Same Day,AS-10135,1664,75.74,High
IN-2013-11938,2013-10-31,2013-04-11,Standard Class,EL-13735,71,298.63,Medium
IN-2013-11973,2013-10-06,2013-06-14,Standard Class,PF-19225,86,54.199999999999996,High
IN-2013-11994,2013-07-03,2013-09-03,Second Class,DL-13330,3,17.38,Medium
IN-2013-12036,2013-09-25,2013-02-10,Standard Class,Dp-13240,148,105.59,Low
IN-2013-12092,2013-07-05,2013-05-13,Standard Class,JK-15625,412,33.21,Medium
IN-2013-12106,2013-01-14,2013-01-18,Standard Class,PO-19195,235,13.280000000000001,Medium
IN-2013-12127,2013-10-09,2013-09-14,Standard Class,GP-14740,1226,1.59,Medium
IN-2013-12155,2013-07-05,2013-10-05,First Class,DR-12880,235,67.55,Critical
IN-2013-12183,2013-05-14,2013-05-17,First Class,HH-15010,317,195.27999999999997,Medium
IN-2013-12204,2013-06-27,2013-03-07,Standard Class,BT-11680,1841,135.24,Medium
IN-2013-12218,2013-01-08,2013-06-08,Standard Class,BO-11350,1927,14.39,Medium
IN-2013-12239,2013-01-16,2013-01-18,Second Class,BP-11230,446,159.82,Critical
IN-2013-12246,2013-05-13,2013-05-19,Standard Class,SE-20110,2431,1.19,Medium
IN-2013-12407,2013-03-18,2013-03-22,Standard Class,MS-17710,1146,1.81,Medium
IN-2013-12505,2013-11-22,2013-11-26,Standard Class,ME-17725,23,59.68,High
IN-2013-12610,2013-07-13,2013-07-17,Standard Class,CM-12655,166,16.27,Medium
IN-2013-12715,2013-06-14,2013-06-16,First Class,CS-12175,1331,212.0,Critical
IN-2013-12729,2013-03-05,2013-07-05,Second Class,KT-16480,535,31.12,Medium
IN-2013-12736,2013-02-09,2013-06-09,Standard Class,BM-11650,109,55.66,Medium
IN-2013-12757,2013-07-06,2013-09-06,Second Class,PS-18760,549,67.89,Critical
IN-2013-12771,2013-06-04,2013-10-04,Standard Class,BD-11620,1195,20.15,High
IN-2013-13149,2013-12-16,2013-12-18,Second Class,JW-15955,867,132.73,High
IN-2013-13387,2013-10-24,2013-10-25,First Class,AG-10525,1492,5.06,High
IN-2013-13401,2013-07-08,2013-08-13,Standard Class,NF-18385,1797,6.32,Medium
IN-2013-13583,2013-09-05,2013-05-16,Standard Class,BF-11080,1976,3.33,Medium
IN-2013-13681,2013-11-15,2013-11-22,Standard Class,LT-17110,86,0.67,Medium
IN-2013-13786,2013-12-20,2013-12-26,Standard Class,JG-15310,1332,22.4,Low
IN-2013-13877,2013-08-13,2013-08-14,First Class,AM-10360,1767,103.22,Critical
IN-2013-13891,2013-07-25,2013-07-30,Standard Class,JL-15835,184,414.07000000000005,Medium
IN-2013-14192,2013-09-04,2013-04-13,Second Class,YS-21880,123,138.33,Medium
IN-2013-14248,2013-11-21,2013-11-27,Standard Class,MO-17500,671,51.67,Low
IN-2013-14325,2013-06-27,2013-02-07,Standard Class,SE-20110,145,10.23,Medium
IN-2013-14346,2013-07-16,2013-07-20,Second Class,VW-21775,913,244.94,High
IN-2013-14409,2013-12-12,2013-12-14,Second Class,JM-15265,2411,43.76,Medium
IN-2013-14437,2013-12-08,2013-08-19,Standard Class,NG-18355,1809,114.69,Medium
IN-2013-14472,2013-08-19,2013-08-23,Standard Class,RA-19285,443,57.08,Medium
IN-2013-14535,2013-11-05,2013-05-15,Standard Class,PT-19090,1639,2.82,Medium
IN-2013-14675,2013-06-26,2013-01-07,Standard Class,CS-12130,1523,74.65,Medium
IN-2013-14759,2013-10-10,2013-10-13,Second Class,CK-12325,109,20.21,Medium
IN-2013-14773,2013-11-03,2013-03-15,Standard Class,RF-19735,93,509.91,High
IN-2013-14899,2013-08-30,2013-04-09,Standard Class,LS-17230,6,136.47,Medium
IN-2013-15046,2013-12-10,2013-10-16,Standard Class,BS-11590,1411,2.44,Medium
IN-2013-15102,2013-08-05,2013-10-05,Second Class,SR-20740,308,47.11,High
IN-2013-15158,2013-11-03,2013-11-03,Same Day,MP-18175,220,35.14,Critical
IN-2013-15172,2013-10-22,2013-10-25,Second Class,NM-18520,970,49.879999999999995,High
IN-2013-15277,2013-11-11,2013-11-11,Same Day,MR-17545,311,419.09000000000003,Critical
IN-2013-15340,2013-11-17,2013-11-18,First Class,TC-21535,235,96.46,High
IN-2013-15368,2013-04-18,2013-04-19,First Class,LC-16885,6,511.47,Critical
IN-2013-15396,2013-08-03,2013-03-15,Standard Class,AH-10030,1733,93.31,Medium
IN-2013-15410,2013-04-23,2013-04-27,Standard Class,JM-15865,1248,37.04,High
IN-2013-15459,2013-07-02,2013-11-02,Standard Class,RF-19840,46,1.26,Medium
IN-2013-15466,2013-09-27,2013-02-10,Standard Class,HF-14995,546,2.66,Medium
IN-2013-15529,2013-09-25,2013-09-29,Standard Class,RL-19615,1424,98.65,High
IN-2013-15683,2013-10-28,2013-10-30,Second Class,LC-16885,304,10.84,Medium
IN-2013-15732,2013-01-10,2013-04-10,First Class,RK-19300,54,42.57,High
IN-2013-15865,2013-08-23,2013-08-27,Standard Class,HG-15025,71,52.94,Medium
IN-2013-15893,2013-08-28,2013-01-09,Standard Class,SS-20875,1992,58.09,Medium
IN-2013-15921,2013-01-11,2013-06-11,Standard Class,BO-11350,2543,3.04,High
IN-2013-16026,2013-06-14,2013-06-18,Standard Class,TT-21070,1226,44.81,High
IN-2013-16117,2013-01-08,2013-03-08,First Class,ML-17395,297,17.18,Critical
IN-2013-16201,2013-08-21,2013-08-25,Standard Class,HW-14935,23,5.54,Medium
IN-2013-16299,2013-11-14,2013-11-20,Standard Class,YS-21880,19,134.63,Medium
IN-2013-16390,2013-11-01,2013-01-15,Second Class,BD-11620,297,21.2,High
IN-2013-16397,2013-11-15,2013-11-17,Second Class,KD-16270,109,2.97,High
IN-2013-16467,2013-11-06,2013-06-16,Standard Class,AG-10495,93,4.04,Medium
IN-2013-16495,2013-09-12,2013-12-13,Standard Class,DW-13195,71,13.19,High
IN-2013-16516,2013-04-10,2013-09-10,Standard Class,SW-20275,843,1.77,Medium
IN-2013-16544,2013-11-20,2013-11-25,Standard Class,BW-11065,696,37.72,Medium
IN-2013-16712,2013-10-22,2013-10-24,Second Class,JL-15175,256,230.56,High
IN-2013-16964,2013-09-30,2013-03-10,First Class,KS-16300,109,410.88,Critical
IN-2013-16992,2013-11-15,2013-11-18,Second Class,SC-20575,1710,140.69,High
IN-2013-16999,2013-09-09,2013-09-09,Same Day,AM-10705,86,290.69,High
IN-2013-17041,2013-02-10,2013-04-10,First Class,SO-20335,140,588.1,High
IN-2013-17048,2013-02-12,2013-08-12,Standard Class,SH-19975,119,83.47999999999999,Medium
IN-2013-17076,2013-07-19,2013-07-19,Same Day,TH-21115,1480,23.42,High
IN-2013-17132,2013-06-04,2013-10-04,Standard Class,FM-14215,6,19.520000000000003,Medium
IN-2013-17139,2013-07-31,2013-05-08,Standard Class,JM-15655,1021,16.91,Medium
IN-2013-17146,2013-06-06,2013-10-06,Standard Class,RF-19840,71,2.12,Medium
IN-2013-17188,2013-06-24,2013-06-29,Standard Class,TD-20995,87,26.32,Medium
IN-2013-17482,2013-03-29,2013-03-04,Second Class,LC-17140,1482,90.31,Medium
IN-2013-17524,2013-10-12,2013-12-17,Standard Class,GM-14440,54,20.69,Low
IN-2013-17545,2013-01-29,2013-03-02,Standard Class,GH-14665,1588,47.15,Medium
IN-2013-17566,2013-04-08,2013-10-08,Standard Class,EH-13765,946,311.97999999999996,Low
IN-2013-17671,2013-09-08,2013-09-08,Same Day,CR-12730,311,16.64,High
IN-2013-17699,2013-08-22,2013-08-26,Standard Class,TB-21400,985,286.51,Medium
IN-2013-17734,2013-11-23,2013-11-25,Second Class,PW-19240,71,2.66,Medium
IN-2013-17853,2013-04-30,2013-02-05,Second Class,BS-11380,980,151.83,Medium
IN-2013-17958,2013-03-30,2013-06-04,Standard Class,RP-19855,86,4.69,Medium
IN-2013-18021,2013-09-18,2013-09-24,Standard Class,BT-11680,410,4.68,Medium
IN-2013-18105,2013-08-08,2013-11-08,First Class,EH-13945,145,27.66,Critical
IN-2013-18175,2013-12-20,2013-12-24,Standard Class,DC-12850,572,57.15,Medium
IN-2013-18357,2013-05-24,2013-05-30,Standard Class,YS-21880,304,6.67,Medium
IN-2013-18483,2013-05-24,2013-05-29,Standard Class,ND-18460,63,16.74,Medium
IN-2013-18497,2013-05-17,2013-05-20,First Class,SH-19975,713,380.73,High
